Header,GOid,GOterm,Score
NP_060388,GO:0005743,C:mitochondrial inner membrane,0.87
NP_060476,GO:0005759,C:mitochondrial matrix,0.21
NP_060831,GO:0005743,C:mitochondrial inner membrane,0.91
NP_061881,GO:0005741,C:mitochondrial outer membrane,0.55
NP_064576,GO:0005743,C:mitochondrial inner membrane,0.25
NP_064621,GO:0005759,C:mitochondrial matrix,0.44
NP_065175,GO:0005743,C:mitochondrial inner membrane,0.12
NP_065777,GO:0005759,C:mitochondrial matrix,0.42
NP_065956,GO:0005743,C:mitochondrial inner membrane,0.18
NP_066974,GO:0005741,C:mitochondrial outer membrane,0.1
NP_067653,GO:0005743,C:mitochondrial inner membrane,0.31
NP_071355,GO:0005759,C:mitochondrial matrix,0.58
NP_071736,GO:0005743,C:mitochondrial inner membrane,0.25
NP_073591,GO:0005743,C:mitochondrial inner membrane,0.56
NP_076423,GO:0005741,C:mitochondrial outer membrane,0.46
NP_078937,GO:0005741,C:mitochondrial outer membrane,0.71
NP_079004,GO:0005741,C:mitochondrial outer membrane,0.15
NP_079046,GO:0005743,C:mitochondrial inner membrane,0.15
NP_079272,GO:0005759,C:mitochondrial matrix,0.47
NP_079412,GO:0005743,C:mitochondrial inner membrane,0.65
NP_085056,GO:0005741,C:mitochondrial outer membrane,0.89
NP_114108,GO:0005759,C:mitochondrial matrix,0.19
NP_115865,GO:0005759,C:mitochondrial matrix,0.18
NP_115866,GO:0005743,C:mitochondrial inner membrane,0.38
NP_115867,GO:0005759,C:mitochondrial matrix,0.47
NP_115868,GO:0005743,C:mitochondrial inner membrane,0.48
NP_115998,GO:0005743,C:mitochondrial inner membrane,0.89
NP_116184,GO:0005759,C:mitochondrial matrix,0.63
NP_570848,GO:0005743,C:mitochondrial inner membrane,0.14
NP_612366,GO:0005743,C:mitochondrial inner membrane,0.87
NP_612427,GO:0005758,C:mitochondrial intermembrane space,0.17
NP_612441,GO:0005743,C:mitochondrial inner membrane,0.3
NP_619527,GO:0005741,C:mitochondrial outer membrane,0.56
NP_619530,GO:0005741,C:mitochondrial outer membrane,0.54
NP_631901,GO:0005741,C:mitochondrial outer membrane,0.41
NP_644812,GO:0005743,C:mitochondrial inner membrane,0.2
NP_653180,GO:0005743,C:mitochondrial inner membrane,0.62
NP_653251,GO:0005743,C:mitochondrial inner membrane,0.54
NP_660298,GO:0005743,C:mitochondrial inner membrane,0.28
NP_660358,GO:0005743,C:mitochondrial inner membrane,0.16
NP_665811,GO:0005741,C:mitochondrial outer membrane,0.32
NP_665878,GO:0005741,C:mitochondrial outer membrane,0.26
NP_666499,GO:0005759,C:mitochondrial matrix,0.58
NP_689620,GO:0005759,C:mitochondrial matrix,0.75
NP_776155,GO:0005741,C:mitochondrial outer membrane,0.74
NP_789763,GO:0005743,C:mitochondrial inner membrane,0.22
NP_789788,GO:0005759,C:mitochondrial matrix,0.85
NP_803431,GO:0005759,C:mitochondrial matrix,0.25
NP_817125,GO:0005743,C:mitochondrial inner membrane,0.34
NP_852090,GO:0005759,C:mitochondrial matrix,0.2
NP_852106,GO:0005743,C:mitochondrial inner membrane,0.27
NP_862826,GO:0005741,C:mitochondrial outer membrane,0.43
NP_872384,GO:0005759,C:mitochondrial matrix,0.35
NP_892022,GO:0005743,C:mitochondrial inner membrane,0.46
NP_898871,GO:0005743,C:mitochondrial inner membrane,0.35
NP_932070,GO:0005741,C:mitochondrial outer membrane,0.11
NP_940852,GO:0005743,C:mitochondrial inner membrane,0.64
NP_942134,GO:0005759,C:mitochondrial matrix,0.07
NP_942584,GO:0005741,C:mitochondrial outer membrane,0.12
NP_945176,GO:0005741,C:mitochondrial outer membrane,0.25
NP_954584,GO:0005741,C:mitochondrial outer membrane,0.4
NP_955472,GO:0005759,C:mitochondrial matrix,0.92
NP_976043,GO:0005759,C:mitochondrial matrix,0.42
NP_997231,GO:0005743,C:mitochondrial inner membrane,0.97
NP_998776,GO:0005743,C:mitochondrial inner membrane,0.97
YP_003024028,GO:0005743,C:mitochondrial inner membrane,0.76
NP_000009,GO:0005759,C:mitochondrial matrix,0.36
NP_000021,GO:0005743,C:mitochondrial inner membrane,0.14
NP_000246,GO:0005759,C:mitochondrial matrix,0.89
NP_000405,GO:0005743,C:mitochondrial inner membrane,0.11
NP_000705,GO:0005743,C:mitochondrial inner membrane,0.8
NP_000776,GO:0005743,C:mitochondrial inner membrane,0.54
NP_001002756,GO:0005758,C:mitochondrial intermembrane space,0.27
NP_001027535,GO:0005743,C:mitochondrial inner membrane,0.7
NP_001028222,GO:0005759,C:mitochondrial matrix,0.42
NP_001028740,GO:0005741,C:mitochondrial outer membrane,0.4
NP_001029344,GO:0005743,C:mitochondrial inner membrane,0.95
NP_001035994,GO:0005759,C:mitochondrial matrix,0.21
NP_001036694,GO:0005743,C:mitochondrial inner membrane,0.22
NP_001041638,GO:0005741,C:mitochondrial outer membrane,0.15
NP_001073335,GO:0005743,C:mitochondrial inner membrane,0.33
NP_001073918,GO:0005741,C:mitochondrial outer membrane,0.22
NP_001091990,GO:0005741,C:mitochondrial outer membrane,0.15
NP_001092271,GO:0005743,C:mitochondrial inner membrane,0.64
NP_001092807,GO:0005743,C:mitochondrial inner membrane,0.42
NP_001098539,GO:0005743,C:mitochondrial inner membrane,0.51
NP_001099040,GO:0005758,C:mitochondrial intermembrane space,0.1
NP_001120701,GO:0005743,C:mitochondrial inner membrane,0.47
NP_001123515,GO:0005741,C:mitochondrial outer membrane,0.23
NP_001128582,GO:0005759,C:mitochondrial matrix,0.21
NP_001129470,GO:0005743,C:mitochondrial inner membrane,0.69
NP_001137151,GO:0005743,C:mitochondrial inner membrane,0.23
NP_001137252,GO:0005743,C:mitochondrial inner membrane,0.86
NP_001156333,GO:0005743,C:mitochondrial inner membrane,0.77
NP_001159574,GO:0005759,C:mitochondrial matrix,0.21
NP_001159829,GO:0005759,C:mitochondrial matrix,0.16
NP_001161213,GO:0005741,C:mitochondrial outer membrane,0.31
NP_001163894,GO:0005743,C:mitochondrial inner membrane,0.45
NP_001171485,GO:0005743,C:mitochondrial inner membrane,0.27
NP_001171820,GO:0005741,C:mitochondrial outer membrane,0.09
NP_001171915,GO:0005743,C:mitochondrial inner membrane,0.77
NP_001171918,GO:0005743,C:mitochondrial inner membrane,0.77
NP_001180241,GO:0005743,C:mitochondrial inner membrane,0.09
NP_001180289,GO:0005741,C:mitochondrial outer membrane,0.67
NP_001180384,GO:0005759,C:mitochondrial matrix,0.39
NP_001182060,GO:0005758,C:mitochondrial intermembrane space,0.3
NP_001185464,GO:0005743,C:mitochondrial inner membrane,0.15
NP_001186913,GO:0005741,C:mitochondrial outer membrane,0.16
NP_001188502,GO:0005741,C:mitochondrial outer membrane,0.11
NP_001192179,GO:0005743,C:mitochondrial inner membrane,0.31
NP_001219,GO:0005741,C:mitochondrial outer membrane,0.28
NP_001229602,GO:0005759,C:mitochondrial matrix,0.27
NP_001230707,GO:0005743,C:mitochondrial inner membrane,0.23
NP_001230708,GO:0005743,C:mitochondrial inner membrane,0.23
NP_001230805,GO:0005741,C:mitochondrial outer membrane,0.22
NP_001231878,GO:0005741,C:mitochondrial outer membrane,0.66
NP_001242940,GO:0005741,C:mitochondrial outer membrane,0.32
NP_001243057,GO:0005741,C:mitochondrial outer membrane,0.21
NP_001243264,GO:0005741,C:mitochondrial outer membrane,0.25
NP_001243332,GO:0005758,C:mitochondrial intermembrane space,0.16
NP_001243412,GO:0005741,C:mitochondrial outer membrane,0.41
NP_001243751,GO:0005759,C:mitochondrial matrix,0.14
NP_001244942,GO:0005743,C:mitochondrial inner membrane,0.59
NP_001245313,GO:0005743,C:mitochondrial inner membrane,0.43
NP_001252543,GO:0005743,C:mitochondrial inner membrane,0.93
NP_001254527,GO:0005741,C:mitochondrial outer membrane,0.71
NP_001257656,GO:0005741,C:mitochondrial outer membrane,0.74
NP_001257664,GO:0005758,C:mitochondrial intermembrane space,0.19
NP_001258825,GO:0005743,C:mitochondrial inner membrane,0.48
NP_001263991,GO:0005741,C:mitochondrial outer membrane,0.75
NP_001265231,GO:0005743,C:mitochondrial inner membrane,0.2
NP_001265271,GO:0005743,C:mitochondrial inner membrane,0.51
NP_001266289,GO:0005743,C:mitochondrial inner membrane,0.14
NP_001269208,GO:0005759,C:mitochondrial matrix,0.13
NP_001269222,GO:0005743,C:mitochondrial inner membrane,0.81
NP_001269920,GO:0005759,C:mitochondrial matrix,0.27
NP_001271330,GO:0005743,C:mitochondrial inner membrane,0.38
NP_001273195,GO:0005743,C:mitochondrial inner membrane,0.89
NP_001273426,GO:0005741,C:mitochondrial outer membrane,0.37
NP_001273611,GO:0005743,C:mitochondrial inner membrane,0.17
NP_001273703,GO:0005743,C:mitochondrial inner membrane,0.57
NP_001335641,GO:0005743,C:mitochondrial inner membrane,0.57
NP_001857,GO:0005743,C:mitochondrial inner membrane,0.39
NP_001880,GO:0005741,C:mitochondrial outer membrane,0.31
NP_001907,GO:0005743,C:mitochondrial inner membrane,0.78
NP_001986,GO:0005743,C:mitochondrial inner membrane,0.58
NP_002387,GO:0005759,C:mitochondrial matrix,0.74
NP_002482,GO:0005741,C:mitochondrial outer membrane,0.26
NP_002970,GO:0005743,C:mitochondrial inner membrane,0.22
NP_002992,GO:0005743,C:mitochondrial inner membrane,0.94
NP_003115,GO:0005741,C:mitochondrial outer membrane,0.13
NP_003357,GO:0005759,C:mitochondrial matrix,0.49
NP_004270,GO:0005743,C:mitochondrial inner membrane,0.42
NP_004290,GO:0005743,C:mitochondrial inner membrane,0.86
NP_004322,GO:0005741,C:mitochondrial outer membrane,0.59
NP_004337,GO:0005758,C:mitochondrial intermembrane space,0.31
NP_004400,GO:0005759,C:mitochondrial matrix,0.27
NP_004536,GO:0005743,C:mitochondrial inner membrane,0.22
NP_004539,GO:0005758,C:mitochondrial intermembrane space,0.29
NP_004543,GO:0005759,C:mitochondrial matrix,0.21
NP_004544,GO:0005759,C:mitochondrial matrix,0.47
NP_004854,GO:0005743,C:mitochondrial inner membrane,0.44
NP_004882,GO:0005759,C:mitochondrial matrix,0.24
NP_004993,GO:0005743,C:mitochondrial inner membrane,0.5
NP_004994,GO:0005759,C:mitochondrial matrix,0.27
NP_005026,GO:0005743,C:mitochondrial inner membrane,0.1
NP_005382,GO:0005759,C:mitochondrial matrix,0.92
NP_005653,GO:0005741,C:mitochondrial outer membrane,0.71
NP_005923,GO:0005759,C:mitochondrial matrix,0.31
NP_006671,GO:0005759,C:mitochondrial matrix,0.2
NP_006830,GO:0005743,C:mitochondrial inner membrane,0.44
NP_036345,GO:0005743,C:mitochondrial inner membrane,0.11
NP_036371,GO:0005759,C:mitochondrial matrix,0.38
NP_036372,GO:0005759,C:mitochondrial matrix,0.46
NP_037369,GO:0005758,C:mitochondrial intermembrane space,0.25
NP_055153,GO:0005743,C:mitochondrial inner membrane,0.25
NP_055704,GO:0005759,C:mitochondrial matrix,0.4
NP_055781,GO:0005759,C:mitochondrial matrix,0.2
NP_057118,GO:0005759,C:mitochondrial matrix,0.49
NP_057128,GO:0005743,C:mitochondrial inner membrane,0.4
NP_057501,GO:0005759,C:mitochondrial matrix,0.58
NP_057575,GO:0005743,C:mitochondrial inner membrane,0.26
NP_057691,GO:0005741,C:mitochondrial outer membrane,0.24
NP_060303,GO:0005743,C:mitochondrial inner membrane,0.13
NP_060380,GO:0005759,C:mitochondrial matrix,0.47
NP_060914,GO:0005759,C:mitochondrial matrix,0.26
NP_061328,GO:0005743,C:mitochondrial inner membrane,0.6
NP_064629,GO:0005743,C:mitochondrial inner membrane,0.77
NP_064696,GO:0005741,C:mitochondrial outer membrane,0.53
NP_071403,GO:0005743,C:mitochondrial inner membrane,0.29
NP_073738,GO:0005743,C:mitochondrial inner membrane,0.21
NP_075059,GO:0005741,C:mitochondrial outer membrane,0.14
NP_077733,GO:0005743,C:mitochondrial inner membrane,0.48
NP_079236,GO:0005741,C:mitochondrial outer membrane,0.26
NP_112485,GO:0005743,C:mitochondrial inner membrane,0.22
NP_113651,GO:0005743,C:mitochondrial inner membrane,0.43
NP_115679,GO:0005759,C:mitochondrial matrix,0.59
NP_149098,GO:0005743,C:mitochondrial inner membrane,0.22
NP_201575,GO:0005743,C:mitochondrial inner membrane,0.79
NP_203519,GO:0005741,C:mitochondrial outer membrane,0.27
NP_542779,GO:0005759,C:mitochondrial matrix,0.16
NP_570850,GO:0005743,C:mitochondrial inner membrane,0.15
NP_612428,GO:0005743,C:mitochondrial inner membrane,0.33
NP_658985,GO:0005759,C:mitochondrial matrix,0.17
NP_660310,GO:0005743,C:mitochondrial inner membrane,0.12
NP_663303,GO:0005759,C:mitochondrial matrix,0.88
NP_665812,GO:0005741,C:mitochondrial outer membrane,0.1
NP_683684,GO:0005741,C:mitochondrial outer membrane,0.58
NP_741999,GO:0005759,C:mitochondrial matrix,0.27
NP_851821,GO:0005758,C:mitochondrial intermembrane space,0.23
NP_851823,GO:0005758,C:mitochondrial intermembrane space,0.23
NP_852120,GO:0005743,C:mitochondrial inner membrane,0.27
NP_877419,GO:0005741,C:mitochondrial outer membrane,0.51
NP_877495,GO:0005743,C:mitochondrial inner membrane,0.14
NP_955777,GO:0005743,C:mitochondrial inner membrane,0.53
NP_996667,GO:0005743,C:mitochondrial inner membrane,0.41
NP_997000,GO:0005743,C:mitochondrial inner membrane,0.91
NP_997211,GO:0005741,C:mitochondrial outer membrane,0.37
NP_997260,GO:0005743,C:mitochondrial inner membrane,0.33
NP_997401,GO:0005741,C:mitochondrial outer membrane,0.15
YP_003024026,GO:0005743,C:mitochondrial inner membrane,0.92
NP_000117,GO:0005759,C:mitochondrial matrix,0.31
NP_000679,GO:0005759,C:mitochondrial matrix,0.92
NP_000889,GO:0005741,C:mitochondrial outer membrane,0.8
NP_001001563,GO:0005743,C:mitochondrial inner membrane,0.49
NP_001001795,GO:0005743,C:mitochondrial inner membrane,0.28
NP_001010875,GO:0005743,C:mitochondrial inner membrane,0.97
NP_001017524,GO:0005759,C:mitochondrial matrix,0.19
NP_001026849,GO:0005759,C:mitochondrial matrix,0.27
NP_001027558,GO:0005759,C:mitochondrial matrix,0.14
NP_001030590,GO:0005743,C:mitochondrial inner membrane,0.94
NP_001041637,GO:0005741,C:mitochondrial outer membrane,0.16
NP_001072993,GO:0005759,C:mitochondrial matrix,0.1
NP_001077433,GO:0005741,C:mitochondrial outer membrane,0.81
NP_001093138,GO:0005743,C:mitochondrial inner membrane,0.84
NP_001098117,GO:0005743,C:mitochondrial inner membrane,0.94
NP_001116080,GO:0005758,C:mitochondrial intermembrane space,0.17
NP_001116106,GO:0005759,C:mitochondrial matrix,0.09
NP_001120712,GO:0005758,C:mitochondrial intermembrane space,0.21
NP_001120865,GO:0005743,C:mitochondrial inner membrane,0.33
NP_001122387,GO:0005741,C:mitochondrial outer membrane,0.21
NP_001122389,GO:0005741,C:mitochondrial outer membrane,0.75
NP_001129166,GO:0005741,C:mitochondrial outer membrane,0.73
NP_001132982,GO:0005743,C:mitochondrial inner membrane,0.24
NP_001137311,GO:0005743,C:mitochondrial inner membrane,0.13
NP_001137377,GO:0005759,C:mitochondrial matrix,0.31
NP_001138303,GO:0005743,C:mitochondrial inner membrane,0.69
NP_001138608,GO:0005741,C:mitochondrial outer membrane,0.39
NP_001139523,GO:0005743,C:mitochondrial inner membrane,0.69
NP_001154481,GO:0005741,C:mitochondrial outer membrane,0.32
NP_001158268,GO:0005743,C:mitochondrial inner membrane,0.95
NP_001159531,GO:0005759,C:mitochondrial matrix,0.28
NP_001159734,GO:0005759,C:mitochondrial matrix,0.79
NP_001159887,GO:0005743,C:mitochondrial inner membrane,0.2
NP_001161071,GO:0005743,C:mitochondrial inner membrane,0.11
NP_001161343,GO:0005759,C:mitochondrial matrix,0.33
NP_001165285,GO:0005741,C:mitochondrial outer membrane,0.1
NP_001172021,GO:0005743,C:mitochondrial inner membrane,0.36
NP_001180272,GO:0005759,C:mitochondrial matrix,0.23
NP_001180466,GO:0005743,C:mitochondrial inner membrane,0.82
NP_001184249,GO:0005743,C:mitochondrial inner membrane,0.31
NP_001186220,GO:0005743,C:mitochondrial inner membrane,0.34
NP_001188503,GO:0005758,C:mitochondrial intermembrane space,0.18
NP_001191042,GO:0005758,C:mitochondrial intermembrane space,0.59
NP_001193420,GO:0005741,C:mitochondrial outer membrane,0.62
NP_001229238,GO:0005759,C:mitochondrial matrix,0.22
NP_001230133,GO:0005743,C:mitochondrial inner membrane,0.24
NP_001231498,GO:0005743,C:mitochondrial inner membrane,0.17
NP_001231535,GO:0005743,C:mitochondrial inner membrane,0.67
NP_001239606,GO:0005743,C:mitochondrial inner membrane,0.23
NP_001243326,GO:0005741,C:mitochondrial outer membrane,0.16
NP_001243407,GO:0005759,C:mitochondrial matrix,0.5
NP_001243440,GO:0005759,C:mitochondrial matrix,0.67
NP_001243711,GO:0005743,C:mitochondrial inner membrane,0.12
NP_001244292,GO:0005743,C:mitochondrial inner membrane,0.09
NP_001245301,GO:0005743,C:mitochondrial inner membrane,0.18
NP_001257377,GO:0005743,C:mitochondrial inner membrane,0.14
NP_001257456,GO:0005741,C:mitochondrial outer membrane,0.79
NP_001257711,GO:0005743,C:mitochondrial inner membrane,0.18
NP_001257882,GO:0005743,C:mitochondrial inner membrane,0.92
NP_001258142,GO:0005741,C:mitochondrial outer membrane,0.18
NP_001258570,GO:0005743,C:mitochondrial inner membrane,0.76
NP_001258691,GO:0005759,C:mitochondrial matrix,0.17
NP_001263995,GO:0005741,C:mitochondrial outer membrane,0.75
NP_001265395,GO:0005758,C:mitochondrial intermembrane space,0.11
NP_001268666,GO:0005743,C:mitochondrial inner membrane,0.36
NP_001269333,GO:0005741,C:mitochondrial outer membrane,0.33
NP_001269564,GO:0005743,C:mitochondrial inner membrane,0.16
NP_001271334,GO:0005741,C:mitochondrial outer membrane,0.23
NP_001273364,GO:0005759,C:mitochondrial matrix,0.22
NP_001273368,GO:0005759,C:mitochondrial matrix,0.3
NP_001273401,GO:0005759,C:mitochondrial matrix,0.43
NP_001273648,GO:0005743,C:mitochondrial inner membrane,0.62
NP_001273750,GO:0005743,C:mitochondrial inner membrane,0.45
NP_001273766,GO:0005758,C:mitochondrial intermembrane space,0.26
NP_001274374,GO:0005758,C:mitochondrial intermembrane space,0.33
NP_001275732,GO:0005743,C:mitochondrial inner membrane,0.12
NP_001275886,GO:0005741,C:mitochondrial outer membrane,0.54
NP_001275887,GO:0005741,C:mitochondrial outer membrane,0.54
NP_001275924,GO:0005741,C:mitochondrial outer membrane,0.54
NP_001434,GO:0005758,C:mitochondrial intermembrane space,0.24
NP_001474,GO:0005759,C:mitochondrial matrix,0.2
NP_001970,GO:0005741,C:mitochondrial outer membrane,0.23
NP_002076,GO:0005743,C:mitochondrial inner membrane,0.62
NP_002516,GO:0005759,C:mitochondrial matrix,0.15
NP_002532,GO:0005759,C:mitochondrial matrix,0.24
NP_002991,GO:0005743,C:mitochondrial inner membrane,0.57
NP_003303,GO:0005759,C:mitochondrial matrix,0.57
NP_003625,GO:0005741,C:mitochondrial outer membrane,0.11
NP_003680,GO:0005759,C:mitochondrial matrix,0.42
NP_004066,GO:0005759,C:mitochondrial matrix,0.16
NP_004315,GO:0005741,C:mitochondrial outer membrane,0.48
NP_004484,GO:0005741,C:mitochondrial outer membrane,0.22
NP_004540,GO:0005743,C:mitochondrial inner membrane,0.66
NP_004623,GO:0005743,C:mitochondrial inner membrane,0.42
NP_004885,GO:0005743,C:mitochondrial inner membrane,0.84
NP_004991,GO:0005759,C:mitochondrial matrix,0.2
NP_004995,GO:0005743,C:mitochondrial inner membrane,0.49
NP_005006,GO:0005743,C:mitochondrial inner membrane,0.97
NP_005253,GO:0005758,C:mitochondrial intermembrane space,0.17
NP_005523,GO:0005741,C:mitochondrial outer membrane,0.54
NP_005784,GO:0005759,C:mitochondrial matrix,0.17
NP_006432,GO:0005759,C:mitochondrial matrix,0.13
NP_006627,GO:0005743,C:mitochondrial inner membrane,0.25
NP_036255,GO:0005759,C:mitochondrial matrix,0.48
NP_036450,GO:0005743,C:mitochondrial inner membrane,0.92
NP_037469,GO:0005743,C:mitochondrial inner membrane,0.86
NP_055106,GO:0005759,C:mitochondrial matrix,0.39
NP_055177,GO:0005743,C:mitochondrial inner membrane,0.42
NP_055209,GO:0005743,C:mitochondrial inner membrane,0.92
NP_055597,GO:0005741,C:mitochondrial outer membrane,0.37
NP_056071,GO:0005743,C:mitochondrial inner membrane,0.23
NP_056255,GO:0005759,C:mitochondrial matrix,0.69
NP_056338,GO:0005759,C:mitochondrial matrix,0.91
NP_056494,GO:0005759,C:mitochondrial matrix,0.62
NP_056517,GO:0005743,C:mitochondrial inner membrane,0.19
NP_057095,GO:0005743,C:mitochondrial inner membrane,0.28
NP_057149,GO:0005759,C:mitochondrial matrix,0.51
NP_057158,GO:0005759,C:mitochondrial matrix,0.61
NP_057164,GO:0005759,C:mitochondrial matrix,0.22
NP_057222,GO:0005743,C:mitochondrial inner membrane,0.72
NP_057552,GO:0005743,C:mitochondrial inner membrane,0.91
NP_057649,GO:0005758,C:mitochondrial intermembrane space,0.58
NP_060597,GO:0005743,C:mitochondrial inner membrane,0.32
NP_060666,GO:0005743,C:mitochondrial inner membrane,0.11
NP_060694,GO:0005743,C:mitochondrial inner membrane,0.57
NP_060887,GO:0005741,C:mitochondrial outer membrane,0.3
NP_060935,GO:0005743,C:mitochondrial inner membrane,0.66
NP_064695,GO:0005741,C:mitochondrial outer membrane,0.16
NP_067055,GO:0005741,C:mitochondrial outer membrane,0.14
NP_071446,GO:0005743,C:mitochondrial inner membrane,0.39
NP_076425,GO:0005743,C:mitochondrial inner membrane,0.43
NP_077008,GO:0005743,C:mitochondrial inner membrane,0.75
NP_078903,GO:0005758,C:mitochondrial intermembrane space,0.12
NP_079095,GO:0005743,C:mitochondrial inner membrane,0.39
NP_079523,GO:0005743,C:mitochondrial inner membrane,0.17
NP_113608,GO:0005759,C:mitochondrial matrix,0.4
NP_114106,GO:0005759,C:mitochondrial matrix,0.27
NP_115785,GO:0005743,C:mitochondrial inner membrane,0.14
NP_115981,GO:0005743,C:mitochondrial inner membrane,0.39
NP_116145,GO:0005759,C:mitochondrial matrix,0.27
NP_150592,GO:0005758,C:mitochondrial intermembrane space,0.19
NP_536340,GO:0005759,C:mitochondrial matrix,0.19
NP_542164,GO:0005741,C:mitochondrial outer membrane,0.2
NP_570845,GO:0005743,C:mitochondrial inner membrane,0.13
NP_620118,GO:0005741,C:mitochondrial outer membrane,0.77
NP_653253,GO:0005743,C:mitochondrial inner membrane,0.31
NP_660199,GO:0005743,C:mitochondrial inner membrane,0.23
NP_671701,GO:0005743,C:mitochondrial inner membrane,0.25
NP_710156,GO:0005743,C:mitochondrial inner membrane,0.3
NP_776164,GO:0005743,C:mitochondrial inner membrane,0.93
NP_777549,GO:0005743,C:mitochondrial inner membrane,0.27
NP_849189,GO:0005741,C:mitochondrial outer membrane,0.62
NP_851830,GO:0005743,C:mitochondrial inner membrane,0.37
NP_892016,GO:0005743,C:mitochondrial inner membrane,0.72
NP_919417,GO:0005743,C:mitochondrial inner membrane,0.2
NP_919433,GO:0005759,C:mitochondrial matrix,0.62
NP_932068,GO:0005759,C:mitochondrial matrix,0.16
NP_932071,GO:0005743,C:mitochondrial inner membrane,0.17
NP_942127,GO:0005743,C:mitochondrial inner membrane,0.12
NP_951033,GO:0005743,C:mitochondrial inner membrane,0.37
NP_951047,GO:0005743,C:mitochondrial inner membrane,0.37
NP_954697,GO:0005759,C:mitochondrial matrix,0.21
NP_958799,GO:0005759,C:mitochondrial matrix,0.34
NP_958928,GO:0005743,C:mitochondrial inner membrane,0.87
NP_996531,GO:0005743,C:mitochondrial inner membrane,0.45
NP_996886,GO:0005758,C:mitochondrial intermembrane space,0.71
NP_000089,GO:0005743,C:mitochondrial inner membrane,0.71
NP_000173,GO:0005743,C:mitochondrial inner membrane,0.49
NP_000389,GO:0005741,C:mitochondrial outer membrane,0.47
NP_000681,GO:0005743,C:mitochondrial inner membrane,0.44
NP_001001790,GO:0005741,C:mitochondrial outer membrane,0.67
NP_001001937,GO:0005743,C:mitochondrial inner membrane,0.36
NP_001002913,GO:0005759,C:mitochondrial matrix,0.38
NP_001003697,GO:0005759,C:mitochondrial matrix,0.59
NP_001006114,GO:0005741,C:mitochondrial outer membrane,0.33
NP_001006642,GO:0005743,C:mitochondrial inner membrane,0.93
NP_001007101,GO:0005758,C:mitochondrial intermembrane space,0.2
NP_001017989,GO:0005743,C:mitochondrial inner membrane,0.65
NP_001027017,GO:0005741,C:mitochondrial outer membrane,0.5
NP_001030582,GO:0005743,C:mitochondrial inner membrane,0.18
NP_001030588,GO:0005743,C:mitochondrial inner membrane,0.5
NP_001034931,GO:0005759,C:mitochondrial matrix,0.19
NP_001077083,GO:0005759,C:mitochondrial matrix,0.35
NP_001093206,GO:0005743,C:mitochondrial inner membrane,0.12
NP_001120930,GO:0005743,C:mitochondrial inner membrane,0.88
NP_001122327,GO:0005759,C:mitochondrial matrix,0.77
NP_001127965,GO:0005741,C:mitochondrial outer membrane,0.78
NP_001135827,GO:0005759,C:mitochondrial matrix,0.15
NP_001135940,GO:0005743,C:mitochondrial inner membrane,0.27
NP_001137407,GO:0005741,C:mitochondrial outer membrane,0.1
NP_001138607,GO:0005741,C:mitochondrial outer membrane,0.39
NP_001138740,GO:0005759,C:mitochondrial matrix,0.15
NP_001138936,GO:0005743,C:mitochondrial inner membrane,0.49
NP_001142,GO:0005743,C:mitochondrial inner membrane,0.68
NP_001143,GO:0005743,C:mitochondrial inner membrane,0.65
NP_001152980,GO:0005743,C:mitochondrial inner membrane,0.12
NP_001154976,GO:0005741,C:mitochondrial outer membrane,0.25
NP_001155252,GO:0005759,C:mitochondrial matrix,0.3
NP_001159630,GO:0005759,C:mitochondrial matrix,0.15
NP_001161072,GO:0005741,C:mitochondrial outer membrane,0.14
NP_001161419,GO:0005743,C:mitochondrial inner membrane,0.8
NP_001161442,GO:0005759,C:mitochondrial matrix,0.21
NP_001164641,GO:0005743,C:mitochondrial inner membrane,0.91
NP_001165077,GO:0005743,C:mitochondrial inner membrane,0.25
NP_001166168,GO:0005759,C:mitochondrial matrix,0.53
NP_001171697,GO:0005741,C:mitochondrial outer membrane,0.47
NP_001177793,GO:0005759,C:mitochondrial matrix,0.31
NP_001177990,GO:0005743,C:mitochondrial inner membrane,0.92
NP_001179,GO:0005741,C:mitochondrial outer membrane,0.64
NP_001180528,GO:0005758,C:mitochondrial intermembrane space,0.09
NP_001185461,GO:0005741,C:mitochondrial outer membrane,0.19
NP_001186463,GO:0005741,C:mitochondrial outer membrane,0.52
NP_001186588,GO:0005743,C:mitochondrial inner membrane,0.75
NP_001186781,GO:0005759,C:mitochondrial matrix,0.14
NP_001186782,GO:0005759,C:mitochondrial matrix,0.5
NP_001186828,GO:0005759,C:mitochondrial matrix,0.18
NP_001186887,GO:0005743,C:mitochondrial inner membrane,0.78
NP_001186976,GO:0005758,C:mitochondrial intermembrane space,0.13
NP_001190980,GO:0005743,C:mitochondrial inner membrane,0.92
NP_001190981,GO:0005743,C:mitochondrial inner membrane,0.9
NP_001190983,GO:0005743,C:mitochondrial inner membrane,0.73
NP_001191038,GO:0005758,C:mitochondrial intermembrane space,0.48
NP_001193355,GO:0005741,C:mitochondrial outer membrane,0.6
NP_001229811,GO:0005743,C:mitochondrial inner membrane,0.18
NP_001230711,GO:0005743,C:mitochondrial inner membrane,0.25
NP_001243347,GO:0005758,C:mitochondrial intermembrane space,0.19
NP_001243441,GO:0005759,C:mitochondrial matrix,0.67
NP_001244273,GO:0005743,C:mitochondrial inner membrane,0.33
NP_001244943,GO:0005743,C:mitochondrial inner membrane,0.59
