Header,GeneID,Gene,Prediction,OTHER,SP,mTP,CS Position,CS,Prob
NP_1019636,6648,SOD2,mTP,0.033646,0.003148,0.963205,CS pos: 24-25. SRQ-KH. Pr: 0.3589,24,0.3589
NP_627,6648,SOD2,mTP,0.033646,0.003148,0.963205,CS pos: 24-25. SRQ-KH. Pr: 0.3589,24,0.3589
NP_54880,29074,MRPL18,mTP,0.044218,0.00616,0.949621,CS pos: 24-25. AAL-ST. Pr: 0.3940,24,0.394
NP_57182,51660,MPC1,OTHER,0.974892,0.000106,0.025002,,,
NP_1257808,51660,MPC1,OTHER,0.793693,0.202311,0.003996,,,
NP_64695,57016,AKR1B10,OTHER,0.997499,0.000407,0.002094,,,
NP_1180242,79783,SUGCT,mTP,0.480634,0.013534,0.505832,CS pos: 39-40. RPQ-SD. Pr: 0.3253,39,0.3253
NP_79004,79783,SUGCT,mTP,0.460056,0.017793,0.52215,CS pos: 39-40. RPQ-SD. Pr: 0.3252,39,0.3252
NP_1180240,79783,SUGCT,mTP,0.480634,0.013534,0.505832,CS pos: 39-40. RPQ-SD. Pr: 0.3253,39,0.3253
NP_1180241,79783,SUGCT,mTP,0.478978,0.013113,0.507909,CS pos: 39-40. RPQ-SD. Pr: 0.3253,39,0.3253
NP_683682,81554,RCC1L,mTP,0.018134,0.000217,0.981649,CS pos: 38-39. REA-AE. Pr: 0.1555,38,0.1555
NP_1231535,83943,IMMP2L,OTHER,0.796728,0.055025,0.148248,,,
NP_115938,83943,IMMP2L,OTHER,0.796728,0.055025,0.148248,,,
NP_689953,11112,HIBADH,mTP,0.000778,0.000021,0.999201,CS pos: 35-36. SRS-VA. Pr: 0.4032,35,0.4032
NP_2038,2617,GARS1,mTP,0.14749,0.09476,0.757751,CS pos: 53-54. SRS-SM. Pr: 0.2197,53,0.2197
NP_114403,64951,MRPS24,mTP,0.011162,0.000032,0.988806,CS pos: 35-36. VCA-KN. Pr: 0.2673,35,0.2673
NP_1158508,4967,OGDH,mTP,0.29339,0.000178,0.706432,CS pos: 40-41. RCY-SA. Pr: 0.8220,40,0.822
NP_2532,4967,OGDH,mTP,0.29474,0.000168,0.705092,CS pos: 40-41. RCY-SA. Pr: 0.8220,40,0.822
NP_1003941,4967,OGDH,mTP,0.29474,0.000168,0.705092,CS pos: 40-41. RCY-SA. Pr: 0.8220,40,0.822
NP_57170,51657,STYXL1,OTHER,0.999877,0.000055,0.000068,,,
NP_1153682,10165,SLC25A13,OTHER,0.999219,0.000028,0.000754,,,
NP_55066,10165,SLC25A13,OTHER,0.999219,0.000028,0.000754,,,
NP_56538,50640,PNPLA8,OTHER,0.929503,0.025679,0.044819,,,
NP_1242937,50640,PNPLA8,OTHER,0.929503,0.025679,0.044819,,,
NP_1242936,50640,PNPLA8,OTHER,0.929503,0.025679,0.044819,,,
NP_1242939,50640,PNPLA8,OTHER,0.941896,0.000077,0.058027,,,
NP_1242938,50640,PNPLA8,OTHER,0.929503,0.025679,0.044819,,,
NP_1242940,50640,PNPLA8,OTHER,0.941896,0.000077,0.058027,,,
NP_5754,10157,AASS,mTP,0.126568,0.000567,0.872865,CS pos: 30-31. VRR-ED. Pr: 0.3540,30,0.354
NP_55205,27044,SND1,OTHER,0.990064,0.003007,0.006929,,,
NP_60282,54927,CHCHD3,OTHER,0.999977,0.000003,0.000021,,,
NP_443085,90956,ADCK2,OTHER,0.701281,0.035431,0.263289,,,
NP_60708,55750,AGK,OTHER,0.635809,0.152618,0.211572,,,
NP_9119,11194,ABCB8,mTP,0.276093,0.000191,0.723717,CS pos: 33-34. VRY-SD. Pr: 0.5842,33,0.5842
NP_1269222,11194,ABCB8,OTHER,0.711847,0.056021,0.232133,,,
NP_1269221,11194,ABCB8,mTP,0.276093,0.000191,0.723717,CS pos: 33-34. VRY-SD. Pr: 0.5842,33,0.5842
NP_1269220,11194,ABCB8,mTP,0.281475,0.000098,0.718427,CS pos: 33-34. VRN-TW. Pr: 0.2954,33,0.2954
NP_1026788,90639,COX19,OTHER,0.997511,0.00026,0.002229,,,
NP_37525,29960,MRM2,OTHER,0.588119,0.005159,0.406722,,,
NP_2480,4697,NDUFA4,OTHER,0.529582,0.207242,0.263176,,,
NP_61932,54543,TOMM7,OTHER,0.823762,0.113448,0.06279,,,
NP_612455,115416,MALSU1,mTP,0.226395,0.041822,0.731783,CS pos: 60-61. VRG-LH. Pr: 0.3720,60,0.372
NP_61820,54205,CYCS,OTHER,0.997075,0.000395,0.00253,,,
NP_114109,64983,MRPL32,mTP,0.184273,0.400847,0.414879,CS pos: 55-56. AMF-TE. Pr: 0.4161,55,0.4161
NP_60694,55744,COA1,OTHER,0.750323,0.010997,0.23868,,,
NP_112162,9238,TBRG4,mTP,0.095261,0.000097,0.904642,CS pos: 39-40. KTL-TS. Pr: 0.3900,39,0.39
NP_4740,9238,TBRG4,mTP,0.095261,0.000097,0.904642,CS pos: 39-40. KTL-TS. Pr: 0.3900,39,0.39
NP_954573,9238,TBRG4,mTP,0.095261,0.000097,0.904642,CS pos: 39-40. KTL-TS. Pr: 0.3900,39,0.39
NP_1248763,9238,TBRG4,OTHER,0.93847,0.00074,0.06079,,,
NP_1189398,2631,NIPSNAP2,mTP,0.00188,0.000724,0.997396,CS pos: 33-34. RTW-TS. Pr: 0.3914,33,0.3914
NP_1474,2631,NIPSNAP2,mTP,0.001881,0.000553,0.997566,CS pos: 33-34. RTW-TS. Pr: 0.3948,33,0.3948
NP_57053,51373,MRPS17,OTHER,0.890159,0.000941,0.1089,,,
NP_57223,51142,CHCHD2,OTHER,0.999025,0.000937,0.000038,,,
NP_115693,84277,DNAJC30,mTP,0.269894,0.001655,0.728451,CS pos: 38-39. RTY-SQ. Pr: 0.6956,38,0.6956
NP_683711,83451,ABHD11,mTP,0.449851,0.001657,0.548492,CS pos: 39-40. APS-SS. Pr: 0.1116,39,0.1116
NP_1138836,83451,ABHD11,mTP,0.424071,0.001242,0.574687,CS pos: 39-40. APS-SS. Pr: 0.1063,39,0.1063
NP_683710,83451,ABHD11,mTP,0.426717,0.001237,0.572045,CS pos: 39-40. APS-SS. Pr: 0.1063,39,0.1063
NP_110425,81554,RCC1L,mTP,0.018134,0.000217,0.981649,CS pos: 38-39. REA-AE. Pr: 0.1555,38,0.1555
NP_1268370,81554,RCC1L,mTP,0.018134,0.000217,0.981649,CS pos: 38-39. REA-AE. Pr: 0.1555,38,0.1555
NP_5909,4191,MDH2,mTP,0.000087,0.000017,0.999896,CS pos: 24-25. QNN-AK. Pr: 0.5013,24,0.5013
NP_1269332,4191,MDH2,mTP,0.000095,0.000017,0.999888,CS pos: 24-25. QNN-AK. Pr: 0.5014,24,0.5014
NP_1269333,4191,MDH2,OTHER,0.777857,0.209544,0.012598,,,
NP_1137407,54677,CROT,OTHER,0.999705,0.00002,0.000275,,,
NP_66974,54677,CROT,OTHER,0.999713,0.000018,0.000269,,,
NP_1230674,54677,CROT,OTHER,0.995039,0.000163,0.004797,,,
NP_61331,55972,SLC25A40,OTHER,0.987002,0.012484,0.000514,,,
NP_149098,85865,GTPBP10,OTHER,0.827093,0.000405,0.172502,,,
NP_1036182,85865,GTPBP10,OTHER,0.875879,0.00042,0.1237,,,
NP_8911,7978,MTERF1,OTHER,0.680779,0.001594,0.317628,,,
NP_2603,5166,PDK4,OTHER,0.60754,0.006831,0.385629,,,
NP_64571,57001,SDHAF3,OTHER,0.845038,0.000444,0.154518,,,
NP_1185808,100526740,ATP5MF-PTCD1,OTHER,0.998628,0.000007,0.001365,,,
NP_4880,9551,ATP5MF,OTHER,0.9966,0.001368,0.002032,,,
NP_56360,26024,PTCD1,OTHER,0.659513,0.003701,0.336786,,,
NP_1034267,9551,ATP5MF,OTHER,0.932064,0.000919,0.067017,,,
NP_1003714,9551,ATP5MF,OTHER,0.939885,0.014389,0.045726,,,
NP_1003713,9551,ATP5MF,OTHER,0.993916,0.000308,0.005776,,,
NP_57152,51024,FIS1,OTHER,0.999719,0.000226,0.000054,,,
NP_1138741,222234,FAM185A,mTP,0.03094,0.002529,0.966531,CS pos: 39-40. RPY-SS. Pr: 0.8932,39,0.8932
NP_1138740,222234,FAM185A,mTP,0.043735,0.001336,0.954929,CS pos: 39-40. RPY-SS. Pr: 0.8929,39,0.8929
NP_114111,83787,ARMC10,SP,0.383995,0.60127,0.014735,CS pos: 23-24. CYC-IY. Pr: 0.6279,23,0.6279
NP_1154484,83787,ARMC10,SP,0.395228,0.596469,0.008303,CS pos: 23-24. CYC-IY. Pr: 0.6242,23,0.6242
NP_1154482,83787,ARMC10,SP,0.406238,0.578292,0.01547,CS pos: 23-24. CYC-IY. Pr: 0.6279,23,0.6279
NP_1154481,83787,ARMC10,SP,0.358937,0.63361,0.007453,CS pos: 23-24. CYC-IY. Pr: 0.6242,23,0.6242
NP_1154485,83787,ARMC10,SP,0.367058,0.625201,0.007741,CS pos: 23-24. CYC-IY. Pr: 0.6242,23,0.6242
NP_1154483,83787,ARMC10,SP,0.358937,0.63361,0.007453,CS pos: 23-24. CYC-IY. Pr: 0.6242,23,0.6242
NP_4270,9512,PMPCB,mTP,0.015933,0.00004,0.984027,CS pos: 43-44. RLR-ST. Pr: 0.3312,43,0.3312
NP_99,1738,DLD,mTP,0.014392,0.000171,0.985436,CS pos: 35-36. RTY-AD. Pr: 0.8872,35,0.8872
NP_1276679,1738,DLD,OTHER,0.999768,0.000154,0.000078,,,
NP_1276680,1738,DLD,mTP,0.013387,0.000076,0.986538,CS pos: 35-36. RTY-AD. Pr: 0.8851,35,0.8851
NP_1276681,1738,DLD,mTP,0.014764,0.000141,0.985095,CS pos: 35-36. RTY-AD. Pr: 0.8872,35,0.8872
NP_1269350,4698,NDUFA5,OTHER,0.911383,0.008237,0.08038,,,
NP_1269351,4698,NDUFA5,OTHER,0.745676,0.175935,0.078389,,,
NP_1269349,4698,NDUFA5,OTHER,0.903899,0.01027,0.085831,,,
NP_1269348,4698,NDUFA5,OTHER,0.957398,0.000086,0.042517,,,
NP_4991,4698,NDUFA5,OTHER,0.884747,0.009439,0.105815,,,
NP_1653,381,ARF5,OTHER,0.931304,0.005301,0.063395,,,
NP_932068,154791,FMC1,OTHER,0.563703,0.000941,0.435356,,,
NP_4537,4708,NDUFB2,mTP,0.005537,0.000157,0.994306,CS pos: 33-34. VRH-AG. Pr: 0.3577,33,0.3577
NP_57155,51650,MRPS33,OTHER,0.78094,0.000321,0.218739,,,
NP_444263,51650,MRPS33,OTHER,0.78094,0.000321,0.218739,,,
NP_1243440,6742,SSBP1,mTP,0.132571,0.000084,0.867346,CS pos: 16-17. VRH-ES. Pr: 0.5198,16,0.5198
NP_1243442,6742,SSBP1,mTP,0.132571,0.000084,0.867346,CS pos: 16-17. VRH-ES. Pr: 0.5198,16,0.5198
NP_1243441,6742,SSBP1,mTP,0.132571,0.000084,0.867346,CS pos: 16-17. VRH-ES. Pr: 0.5198,16,0.5198
NP_1243439,6742,SSBP1,mTP,0.132571,0.000084,0.867346,CS pos: 16-17. VRH-ES. Pr: 0.5198,16,0.5198
NP_3134,6742,SSBP1,mTP,0.132571,0.000084,0.867346,CS pos: 16-17. VRH-ES. Pr: 0.5198,16,0.5198
NP_1137152,373156,GSTK1,OTHER,0.998757,0.000554,0.000689,,,
NP_1137153,373156,GSTK1,OTHER,0.999167,0.000378,0.000455,,,
NP_1137151,373156,GSTK1,OTHER,0.999062,0.000502,0.000436,,,
NP_57001,373156,GSTK1,OTHER,0.998802,0.000547,0.000651,,,
NP_148936,10922,FASTK,OTHER,0.999885,0.000013,0.000102,,,
NP_6703,10922,FASTK,OTHER,0.99822,0.001716,0.000064,,,
NP_1245390,10922,FASTK,OTHER,0.99822,0.001716,0.000064,,,
NP_1001795,414919,C8orf82,mTP,0.276291,0.02545,0.698259,CS pos: 22-23. RAC-SG. Pr: 0.2937,22,0.2937
NP_36463,4482,MSRA,SP,0.03713,0.489948,0.472922,CS pos: 26-27. GNS-AS. Pr: 0.6118,26,0.6118
NP_1129143,4482,MSRA,OTHER,0.999751,0.000215,0.000033,,,
NP_1129142,4482,MSRA,SP,0.034969,0.492381,0.472649,CS pos: 26-27. GNS-AS. Pr: 0.6110,26,0.611
NP_1186658,4482,MSRA,OTHER,0.871357,0.051204,0.077438,,,
NP_859074,286097,MICU3,mTP,0.316916,0.008304,0.674779,CS pos: 43-44. RPF-SS. Pr: 0.4922,43,0.4922
NP_1243413,2053,EPHX2,OTHER,0.999172,0.000608,0.000219,,,
NP_1243411,2053,EPHX2,OTHER,0.999172,0.000608,0.000219,,,
NP_1243412,2053,EPHX2,OTHER,0.999951,0.000014,0.000035,,,
NP_1970,2053,EPHX2,OTHER,0.952744,0.033632,0.013625,,,
NP_1182031,2936,GSR,mTP,0.096638,0.122276,0.781085,CS pos: 44-45. RAM-AC. Pr: 0.1767,44,0.1767
NP_628,2936,GSR,mTP,0.096638,0.122276,0.781085,CS pos: 44-45. RAM-AC. Pr: 0.1767,44,0.1767
NP_1182033,2936,GSR,mTP,0.096638,0.122276,0.781085,CS pos: 44-45. RAM-AC. Pr: 0.1767,44,0.1767
NP_1182032,2936,GSR,mTP,0.096638,0.122276,0.781085,CS pos: 44-45. RAM-AC. Pr: 0.1767,44,0.1767
NP_2681,5423,POLB,OTHER,0.999961,0.000006,0.000033,,,
NP_54894,29088,MRPL15,OTHER,0.539346,0.000393,0.460262,,,
NP_55452,9650,MTFR1,mTP,0.184783,0.000658,0.814559,CS pos: 54-55. VQF-QI. Pr: 0.1270,54,0.127
NP_1139311,9650,MTFR1,mTP,0.184783,0.000658,0.814559,CS pos: 54-55. VQF-QI. Pr: 0.1270,54,0.127
NP_1139310,9650,MTFR1,mTP,0.495244,0.002003,0.502753,CS pos: 24-25. SIN-SH. Pr: 0.2129,24,0.2129
NP_653251,137872,ADHFE1,mTP,0.005046,0.00045,0.994504,CS pos: 30-31. HTY-SQ. Pr: 0.6770,30,0.677
NP_57111,51110,LACTB2,mTP,0.443841,0.001048,0.555111,CS pos: 44-45. RIL-ID. Pr: 0.1439,44,0.1439
NP_54737,28957,MRPS28,mTP,0.24765,0.006236,0.746115,CS pos: 28-29. FRG-VG. Pr: 0.1892,28,0.1892
NP_1273572,51001,MTERF3,mTP,0.270243,0.000167,0.72959,CS pos: 67-68. SLW-NS. Pr: 0.2205,67,0.2205
NP_57026,51001,MTERF3,mTP,0.270243,0.000167,0.72959,CS pos: 67-68. SLW-NS. Pr: 0.2205,67,0.2205
NP_60472,55074,OXR1,OTHER,0.999278,0.000016,0.000706,,,
NP_1185464,55074,OXR1,OTHER,0.993953,0.000132,0.005915,,,
NP_1185461,55074,OXR1,OTHER,0.999992,0.000002,0.000006,,,
NP_1185463,55074,OXR1,OTHER,0.994214,0.000044,0.005742,,,
NP_1185462,55074,OXR1,OTHER,0.999278,0.000016,0.000706,,,
NP_851999,55074,OXR1,OTHER,0.998735,0.0001,0.001166,,,
NP_1245376,116447,TOP1MT,OTHER,0.999906,0.000014,0.00008,,,
NP_1245375,116447,TOP1MT,OTHER,0.999906,0.000014,0.00008,,,
NP_60831,55326,AGPAT5,OTHER,0.841699,0.068645,0.089656,,,
NP_57696,51312,SLC25A37,OTHER,0.999489,0.000199,0.000312,,,
NP_4322,665,BNIP3L,OTHER,0.999986,0.000014,0,,,
NP_9129,11212,PLPBP,mTP,0.291098,0.002243,0.706659,CS pos: 42-43. PRL-VA. Pr: 0.1584,42,0.1584
NP_340,6770,STAR,mTP,0.125601,0.000095,0.874304,CS pos: 63-64. SRL-EE. Pr: 0.1173,63,0.1173
NP_1186589,137994,LETM2,OTHER,0.999974,0.000003,0.000022,,,
NP_1186588,137994,LETM2,OTHER,0.999907,0.000001,0.000093,,,
NP_653253,137994,LETM2,OTHER,0.99985,0.000001,0.000149,,,
NP_1273716,137994,LETM2,OTHER,0.999974,0.000003,0.000022,,,
NP_1273748,137994,LETM2,OTHER,0.665089,0.001077,0.333834,,,
NP_1273750,137994,LETM2,OTHER,0.580029,0.001234,0.418738,,,
NP_5653,7419,VDAC3,OTHER,0.999883,0.000087,0.00003,,,
NP_1129166,7419,VDAC3,OTHER,0.999875,0.000094,0.000031,,,
NP_1266287,10434,LYPLA1,OTHER,0.941114,0.055995,0.002891,,,
NP_6321,10434,LYPLA1,OTHER,0.945308,0.051663,0.003029,,,
NP_1266289,10434,LYPLA1,OTHER,0.999232,0.000756,0.000013,,,
NP_1266288,10434,LYPLA1,OTHER,0.937711,0.038194,0.024095,,,
NP_1266286,10434,LYPLA1,OTHER,0.948247,0.050094,0.001659,,,
NP_1266285,10434,LYPLA1,OTHER,0.929548,0.064762,0.00569,,,
NP_77276,79145,CHCHD7,OTHER,0.999345,0.000255,0.0004,,,
NP_1011671,79145,CHCHD7,OTHER,0.998416,0.000292,0.001292,,,
NP_1011670,79145,CHCHD7,OTHER,0.757217,0.2346,0.008183,,,
NP_1011669,79145,CHCHD7,OTHER,0.979019,0.009701,0.01128,,,
NP_1011668,79145,CHCHD7,OTHER,0.999348,0.000214,0.000437,,,
NP_1011667,79145,CHCHD7,OTHER,0.997844,0.001716,0.000441,,,
NP_60336,54968,TMEM70,mTP,0.087987,0.008332,0.903681,CS pos: 39-40. SRA-SS. Pr: 0.2862,39,0.2862
NP_1035703,54968,TMEM70,mTP,0.161013,0.032108,0.80688,CS pos: 39-40. SRA-SS. Pr: 0.3184,39,0.3184
NP_61845,54332,GDAP1,OTHER,0.999931,0.000008,0.000062,,,
NP_1035808,54332,GDAP1,OTHER,0.999717,0.000118,0.000165,,,
NP_57117,51115,RMDN1,mTP,0.39386,0.001132,0.605008,CS pos: 41-42. FRG-FE. Pr: 0.2133,41,0.2133
NP_1273636,51115,RMDN1,mTP,0.403206,0.00117,0.595625,CS pos: 41-42. FRG-FE. Pr: 0.2130,41,0.213
NP_1273648,51115,RMDN1,mTP,0.403206,0.00117,0.595625,CS pos: 41-42. FRG-FE. Pr: 0.2130,41,0.213
NP_1350,1666,DECR1,mTP,0.058107,0.00249,0.939403,CS pos: 25-26. RFF-SY. Pr: 0.3259,25,0.3259
NP_1155251,54704,PDP1,OTHER,0.939313,0.013025,0.047663,,,
NP_60914,54704,PDP1,OTHER,0.855335,0.009502,0.135163,,,
NP_1155253,54704,PDP1,OTHER,0.855335,0.009502,0.135163,,,
NP_1155252,54704,PDP1,OTHER,0.939313,0.013025,0.047663,,,
NP_689629,137682,NDUFAF6,mTP,0.452979,0.000387,0.546635,CS pos: 48-49. VAA-AS. Pr: 0.1357,48,0.1357
NP_1186904,7381,UQCRB,OTHER,0.985091,0.001036,0.013873,,,
NP_6285,7381,UQCRB,OTHER,0.996407,0.000052,0.003541,,,
NP_1241681,7381,UQCRB,OTHER,0.999114,0.000117,0.000768,,,
NP_5827,10247,RIDA,mTP,0.274257,0.000988,0.724755,CS pos: 9-10. RVI-ST. Pr: 0.1874,9,0.1874
NP_4365,1345,COX6C,OTHER,0.71068,0.19051,0.09881,,,
NP_110407,81034,SLC25A32,OTHER,0.996647,0.001328,0.002025,,,
NP_54797,28998,MRPL13,OTHER,0.872011,0.006528,0.121461,,,
NP_919267,157378,TMEM65,mTP,0.407654,0.001756,0.59059,CS pos: 54-55. RRL-GT. Pr: 0.3992,54,0.3992
NP_4996,4715,NDUFB9,OTHER,0.875508,0.000101,0.124391,,,
NP_1265575,4715,NDUFB9,OTHER,0.999685,0.000054,0.000261,,,
NP_1265574,4715,NDUFB9,OTHER,0.999158,0.00019,0.000652,,,
NP_488,1584,CYP11B1,mTP,0.320451,0.05217,0.62738,CS pos: 28-29. TRA-AR. Pr: 0.1787,28,0.1787
NP_489,1585,CYP11B2,mTP,0.21144,0.007597,0.780963,CS pos: 24-25. RAL-GT. Pr: 0.1649,24,0.1649
NP_1021384,1584,CYP11B1,mTP,0.320451,0.05217,0.62738,CS pos: 28-29. TRA-AR. Pr: 0.1787,28,0.1787
NP_443195,116447,TOP1MT,mTP,0.196088,0.008032,0.795879,CS pos: 34-35. RRT-QK. Pr: 0.1891,34,0.1891
NP_1907,1537,CYC1,mTP,0.103337,0.000145,0.896517,CS pos: 84-85. VSA-SD. Pr: 0.3492,84,0.3492
NP_777582,203054,ADCK5,mTP,0.173269,0.000072,0.826658,CS pos: 66-67. ARY-VM. Pr: 0.1966,66,0.1966
NP_4251,9401,RECQL4,OTHER,0.999876,0.000003,0.000121,,,
NP_56494,26995,TRUB2,OTHER,0.844472,0.000409,0.155119,,,
NP_1186782,50808,AK3,OTHER,0.988418,0.00184,0.009742,,,
NP_1186784,50808,AK3,OTHER,0.988418,0.00184,0.009742,,,
NP_1186781,50808,AK3,OTHER,0.634458,0.003842,0.3617,,,
NP_1186785,50808,AK3,OTHER,0.988418,0.00184,0.009742,,,
NP_57366,50808,AK3,OTHER,0.675421,0.003367,0.321211,,,
NP_60935,55848,PLGRKT,OTHER,0.998501,0.000125,0.001375,,,
NP_161,2731,GLDC,mTP,0.272204,0.000141,0.727655,CS pos: 36-37. SRD-SS. Pr: 0.2146,36,0.2146
NP_1152,318,NUDT2,OTHER,0.893835,0.003717,0.102448,,,
NP_671701,318,NUDT2,OTHER,0.893835,0.003717,0.102448,,,
NP_1231319,318,NUDT2,OTHER,0.893835,0.003717,0.102448,,,
NP_671702,318,NUDT2,OTHER,0.893835,0.003717,0.102448,,,
NP_1155178,2395,FXN,mTP,0.166931,0.124801,0.708269,CS pos: 41-42. RRG-LR. Pr: 0.3871,41,0.3871
NP_1689,549,AUH,mTP,0.04004,0.001189,0.958771,CS pos: 67-68. RGY-SS. Pr: 0.6740,67,0.674
NP_1182751,84263,HSDL2,mTP,0.308211,0.033048,0.658741,CS pos: 29-30. ALK-AA. Pr: 0.1571,29,0.1571
NP_115679,84263,HSDL2,mTP,0.414093,0.028147,0.55776,CS pos: 29-30. ALK-AA. Pr: 0.1569,29,0.1569
NP_4090,2040,STOM,OTHER,0.999939,0.000034,0.000027,,,
NP_937837,2040,STOM,OTHER,0.9999,0.000065,0.000035,,,
NP_1257456,2040,STOM,OTHER,0.999946,0.00003,0.000024,,,
NP_1257455,2040,STOM,OTHER,0.999944,0.000032,0.000025,,,
NP_620132,92399,MRRF,mTP,0.065324,0.000009,0.934667,CS pos: 55-56. RHF-AT. Pr: 0.4259,55,0.4259
NP_1166983,92399,MRRF,mTP,0.103032,0.000017,0.89695,CS pos: 55-56. RHF-AT. Pr: 0.3733,55,0.3733
NP_954646,92399,MRRF,mTP,0.057951,0.00001,0.94204,CS pos: 55-56. RHF-AT. Pr: 0.4265,55,0.4265
NP_55037,4702,NDUFA8,OTHER,0.995157,0.004394,0.000448,,,
NP_746,1384,CRAT,mTP,0.028276,0.000566,0.971158,CS pos: 28-29. SRF-KA. Pr: 0.4645,28,0.4645
NP_1244292,1384,CRAT,OTHER,0.996094,0.000133,0.003774,,,
NP_1128179,1757,SARDH,mTP,0.040264,0.000042,0.959694,CS pos: 28-29. CNL-SS. Pr: 0.5135,28,0.5135
NP_9032,1757,SARDH,mTP,0.040264,0.000042,0.959694,CS pos: 28-29. CNL-SS. Pr: 0.5135,28,0.5135
NP_219500,90871,DMAC1,OTHER,0.986208,0.010799,0.002993,,,
NP_877416,4712,NDUFB6,OTHER,0.991059,0.001964,0.006978,,,
NP_1186916,4712,NDUFB6,OTHER,0.955538,0.000832,0.043631,,,
NP_2484,4712,NDUFB6,OTHER,0.989623,0.000862,0.009514,,,
NP_38470,30968,STOML2,mTP,0.015103,0.002065,0.982832,CS pos: 28-29. RRA-SS. Pr: 0.3338,28,0.3338
NP_1273962,30968,STOML2,mTP,0.186442,0.017005,0.796553,CS pos: 29-30. IRY-VQ. Pr: 0.6925,29,0.6925
NP_1273960,30968,STOML2,mTP,0.047392,0.00159,0.951018,CS pos: 28-29. RRA-SS. Pr: 0.3336,28,0.3336
NP_1273961,30968,STOML2,OTHER,0.994398,0.001945,0.003657,,,
NP_115982,84681,HINT2,mTP,0.002631,0.000402,0.996967,CS pos: 30-31. VRG-AA. Pr: 0.2086,30,0.2086
NP_36335,9380,GRHPR,OTHER,0.686461,0.001286,0.312252,,,
NP_1127956,401505,TOMM5,OTHER,0.995659,0.003302,0.001039,,,
NP_1127957,401505,TOMM5,OTHER,0.996868,0.001883,0.00125,,,
NP_1001790,401505,TOMM5,OTHER,0.836783,0.051436,0.111781,,,
NP_219480,92014,SLC25A51,OTHER,0.999922,0.000015,0.000063,,,
NP_683,219,ALDH1B1,mTP,0.002867,0.000147,0.996985,CS pos: 19-20. ARY-SS. Pr: 0.9048,19,0.9048
NP_135,2395,FXN,mTP,0.157252,0.113748,0.729,CS pos: 41-42. RRG-LR. Pr: 0.3849,41,0.3849
NP_852090,2395,FXN,mTP,0.183944,0.15973,0.656326,CS pos: 41-42. RRG-LR. Pr: 0.3853,41,0.3853
NP_60809,55312,RFK,OTHER,0.534186,0.002131,0.463683,,,
NP_112202,81689,ISCA1,mTP,0.009266,0.000028,0.990707,CS pos: 24-25. RAA-LT. Pr: 0.3164,24,0.3164
NP_60389,55014,STX17,OTHER,0.999954,0.000004,0.000041,,,
NP_61924,54534,MRPL50,mTP,0.251427,0.003504,0.745069,CS pos: 25-26. CRE-FW. Pr: 0.2093,25,0.2093
NP_56284,25934,NIPSNAP3A,mTP,0.08156,0.001096,0.917344,CS pos: 25-26. SSF-AT. Pr: 0.4042,25,0.4042
NP_60846,55335,NIPSNAP3B,mTP,0.06573,0.001339,0.932931,CS pos: 25-26. SSF-AT. Pr: 0.4364,25,0.4364
NP_112496,81932,HDHD3,OTHER,0.898032,0.001523,0.100445,,,
NP_1002913,138428,PTRH1,OTHER,0.770367,0.004707,0.224926,,,
NP_4948,2356,FPGS,mTP,0.029447,0.06452,0.906033,CS pos: 31-32. RRG-LS. Pr: 0.5072,31,0.5072
NP_1275732,2356,FPGS,mTP,0.019312,0.061937,0.918751,CS pos: 31-32. RRG-LS. Pr: 0.5074,31,0.5074
NP_1018088,2356,FPGS,OTHER,0.996709,0.000743,0.002548,,,
NP_945176,80142,PTGES2,OTHER,0.999973,0.000014,0.000013,,,
NP_79348,80142,PTGES2,OTHER,0.564787,0.018027,0.417186,,,
NP_443133,114789,SLC25A25,OTHER,0.91524,0.084288,0.000473,,,
NP_1252543,114789,SLC25A25,SP,0.068322,0.78446,0.147218,CS pos: 18-19. AGC-HG. Pr: 0.5535,18,0.5535
NP_1243264,80142,PTGES2,OTHER,0.999973,0.000014,0.000013,,,
NP_1006643,114789,SLC25A25,SP,0.075252,0.786057,0.138691,CS pos: 18-19. AGC-HG. Pr: 0.5535,18,0.5535
NP_1006642,114789,SLC25A25,OTHER,0.977641,0.001757,0.020602,,,
NP_57119,51117,COQ4,mTP,0.081853,0.000686,0.917461,CS pos: 30-31. RAR-SD. Pr: 0.2658,30,0.2658
NP_4426,2021,ENDOG,mTP,0.10859,0.184568,0.706841,CS pos: 48-49. AAA-AE. Pr: 0.2064,48,0.2064
NP_116198,84895,MIGA2,OTHER,0.962753,0.001958,0.035289,,,
NP_1267716,6834,SURF1,OTHER,0.999346,0.000126,0.000528,,,
NP_3163,6834,SURF1,mTP,0.000579,0.000003,0.999418,CS pos: 44-45. SRC-GS. Pr: 0.4029,44,0.4029
NP_57118,51116,MRPS2,mTP,0.340975,0.000162,0.658863,CS pos: 41-42. RTL-GS. Pr: 0.2848,41,0.2848
NP_1269873,23203,PMPCA,OTHER,0.896851,0.00433,0.09882,,,
NP_1269875,23203,PMPCA,OTHER,0.924703,0.007068,0.068229,,,
NP_55975,23203,PMPCA,mTP,0.000209,0.000001,0.999789,CS pos: 33-34. RRF-SS. Pr: 0.9112,33,0.9112
NP_1074318,728489,DNLZ,mTP,0.090706,0.000096,0.909198,CS pos: 49-50. RRS-SS. Pr: 0.3755,49,0.3755
